id,text,author_title
163,muz marek kisieliński sł arkadiusz wiśniewski kiedyś wierzyłem byłem choć małym pragnieniem choć znikałem choć uciekałem mówiłem zabiorę chcesz jawie śnie wiesz zabiorę chcesz chwilę echem słów ot znikniesz sen zostanę chwilę ulic jesteś ode spojrzeń dalekich dni płyną szybko strumień wspomnień jedną chwilę przyjdź bym zabrał chcesz jawie śnie – wiesz bym zabrał chcesz chwilę echem słów ot znikniesz sen zostanę chwilę cień cieniem dusza pragnieniem tęskniąc szukając siebie wciąż zabiorę chcesz jawie śnie – wiesz zabiorę chcesz chwilę echem słów ot znikniesz sen zostanę chwilę,czerwone_gitary-lecz_tylko_na_chwile
164,gałęziach ucichł wiatr zamarły liście drzew serce trwogi drży wie wie pokochałem moich myślach sercu mym daleki ptaków krzyk echo poniosło głowie huczy myśl wie wie pokochałem pozostanę wciąż dolę złą wie wie przejdę grzbiety gór przepłynę wody rzek wie wie rozdzieli nikt kochamy wie wie pokochałem pokochałem pozostanę pozostanę wciąż dolę złą wie,czerwone_gitary-czy_ona_o_tym_wie
165,dziecięcych zabaw minął czas choćby chciało raz powrócić szczenięcych znaleźć utracony czas dziewczyna piaskownicy ślubną suknie liczy słowo – ulicy naszej piaskownicy wciąż rozmyślam wyszło x ii zabaw piasku wciąż brak stawianych babek chociaż wolałem parku bawić ganiać pośród drzew dziewczyna piaskownicy iii musiałem zagubić smutku tracę nadziei abyś zmieniła biegu dni dziewczyna piaskownicy iv dam swój znak wciąż przychodził nadzieje kiedyś powrócą utracone dni,czerwone_gitary-dziewczyna_z_piaskownicy
166,jesteś dziewczęta powiedziałbym lubisz bawić uśmiechnięta aaa choć wad masz różnych sto najdziwniejsze boisz myszy ho ho ho ho śmieszne śmieszne boisz myszy ho ho ho ho boisz myszy wie nikt wie nikt boisz myszy ho ho ho choć wstyd wstyd nikogo dziwić swoją słabą stronę choć zabawną jaką przeraża mysz takiego boisz myszy ho ho ho ho śmieszne śmieszne boisz myszy ho ho ho ho boisz myszy wie nikt wie nikt boisz myszy ho ho ho choć wstyd wstyd boisz myszy mhm choć wstyd wstyd,czerwone_gitary-bo_ty_sie_boisz_myszy
167,morza sól mieszka dłoniach twych płaszczu masz wilgoć siwej mgły słyszysz wciąż głodnej mewy krzyk odblask fal twoich oczach lśni słowem słowem zaklętym wiatrem wiatrem zza wzgórz echo echo zawzięte woła woła fale fale spienione biją biją brzeg morze morze stęsknione woła woła rejs klatce rąk ukryć chce morza wiatr wzywa nowy rejs słowem słowem zaklętym wiatrem wiatrem zza wzgórz echo echo zawzięte woła woła fale fale spienione biją biją brzeg morze morze stęsknione woła woła rejs,czerwone_gitary-morze_wzywa
168,dolinach kwitnie głóg niebem mknie żurawi klucz zanim nocne mgły opadną ruszać stronę gór rozstać przyjdzie hale owce gnam noce ciche bezchmurne gwiazdy liczył snuje ogniska dym myśl wędruje razem leci wiatrem hen żurawi klucz niebie wśród gór uderzy grom echo poniesie stąd lasami dolinami sercu bliskich stron ogniska wygasł żar bieli popiołu garść szumi wezbrany strumień księżyc chmury gna powracać przyjdzie tatr gnał halny wiatr stada chmur niebie prędzej ujrzeć,czerwone_gitary-ballada_pasterska
169,jesienne chmury pędzi wiatr dalekie strony daleki świat zielone drzewa chroniły żółte kolory zamienił czas dalekie ścieżki błądziłem kiedyś pogoni dnia kwiaty witały żółte kolory zamienił czas szeroką plażę morza brzeg zakryje wkrótce głęboki śnieg liście zdobią pusty las żółto drzewa maluje czas bis,czerwone_gitary-barwy_jesieni
170,hej kolęda kolęda hej kolęda kolęda mości godpodarzu domowy szafrarzu bądź ospały każ dać gorzały dobrej alembika piernika hej kolęda kolęda jendyk podlewy panie miłościwy czarne prosię pomieści każ upiec pieczonki weżmiem kieszonki hej kolęda kolęda mości gospodarzu domowy szafrarzu każ dać bufet wina brzuchu ruina większej ofiary daj dobrej gorzały hej kolęda kolęda mościa gospodyni domowa mistrzyni okaż swoją łaskę każ dać masła faskę jeżeliś sknera daj kopę sera hej kolęda kolęda mościa gospodyni domowa mistrzyni okaż swoją łaskę każ upiec kiełbaskę którą zjemy podziękujemy hej kolęda kolęda,czerwone_gitary-mosci_gospodarzu
171,droga wiodła droga wierna nikt moknie deszcz słońca lśni wiodła byłaś droga wiodła poprzez łąki poprzez dziki bór pośród rzek pośród wzgórz iść iść tyle gór rzek czekasz droga wiodła droga wierny druh szła wśród rzek wzgórz nikt czeka droga wiodła droga wierny druh szła wśród rzek wzgórz nikt czeka bis,czerwone_gitary-moja_droga_wiodla_mnie_do_ciebie
172,dzwonię gadam drzwi zły znak ziemia wymyka wiem opanować obrotowy ruch lusterku widzę siebie dwóch wypominaj chwieję czegoś dolano ha imieniny miał jurek zbych pewno rybko słońce me budzę mały miś chce wrócić ramiona twe przykro zdanie złe masz blada twarz ludzkich uczuć budzi sercu nadmienić pragnąłbym wcale skarżę swój los choć momentach jeżą włos cierpkie słowa twe znoszę przyjmij proszę kwiat rybko słońce me budzę mały miś chce wrócić ramiona twe słońce me wybacz otwórz drzwi,czerwone_gitary-blady_mis
173,als wir noch zur schule gingen und grad an zu lernen fingen wer lief dir schon hinterher wer ging mit dir kirschen klauen wer hat dich fast verhauen wer weißt du nicht wer heut kennst du mich nicht mehr gehst vorbei als wärst du stumm heut kennst du mich nicht mehr und frage mich warum warum wer versuchte sich dichten und auf fussball zu verzichten wer weißt du nicht wer wer ließ sich die haare wachsen macht für dich modefaxen wer weißt du nicht wer heut kennst du mich nicht mehr gehst vorbei als wärst du stumm heut kennst du mich nicht mehr und frage mich warum warum x wer trug vollbart dir zuliebe wurde gar zum blumendiebe wer weißt du nicht wer möchte wirklich wissen hätt noch tuen müssen wer sagt mir,czerwone_gitary-heut__kennst_du_mich_nicht_mehr
174,wiem lubisz gniewam zły chcesz bym mówił czym marzę miewam sny wie muszę słuchać dzień zadręczasz mówisz wolę nieraz czuję brak gniewam mogę zrozumieć wytłumacz wystarczy słowo zły lubisz gniewam wcale lepiej żyjmy zgodzie kochajmy upłynął czas nikt gniewa będziesz zły zaśpiewaj pewno pomoże lubisz,czerwone_gitary-lubisz_gdy_sie_gniewam
175,kochałem panią miłości mojej resztki duszy tlą niepokoi chcę smucić myślą tą kochałem nadziei pokorze męce zazdrości nieśmiałości trwóg czule prawdziwie daj boże pokochać mógł,czerwone_gitary-kochalem_pania
176,wenn du willst dann geh geh mit ihm ins kino wozu sollst du bei mir sein längst ist jeder allein wenn du willst dann geh will dich nicht halten nichts verteibt die kälte mir alle worte sind leer morgen schon bist du mir fremd nichts wird uns verbinden morgen ist dein lächeln fort jemand wird es finden lange vor die weiss wirst du dann erkennen morgen weden wir uns sehen und du wirst dann weitergehen wenn du willst dann geh denk dir neue namen für die alten träume aus such ein anderes haus wenn du willst dann geh komme nicht mehr wieder morgen trenn wir uns doch warum seh n wir uns noch morgen trenn wir uns doch warum seh n wir uns noch,czerwone_gitary-wenn_du_willst
177,wierzby przydrożne biją pokłony ludziom polach nisko schylonym ludzie prostują plecy przygięte polami wiatr biegnie pieśnią pól pieśnią łąk siebie serca człowiecze radość najprostszą prostą szczęście dzielą dobrym słowem nadziei stając pieśnią pieśnią ziemi pieśnią pól pieśnią łąk słuchaj słuchaj słuchaj wzgórzami równiną wiatr niesie pieśń ziemi pieśń słuchaj słuchaj niebo schyla drogą próg swego domu zmęczeni wchodzą dni dni pieśnią budują pieśnią codzienną pieśnią pól pieśnią łąk słuchaj słuchaj słuchaj wzgórzami równiną wiatr niesie pieśń ziemi pieśń słuchaj słuchaj słuchaj,czerwone_gitary-ziemia_spiewa
178,purpurowe żagle pierwszych snów wyruszają morze małych kapitanów czeka wielka droga pierwszy szlak drugi szlak gubią nadzieje skalnych progach snu brak szczęścia brak granatowe żagle drugich snów wyruszają morze razem kobietami budujemy domy pierwszy raz drugi raz zawieszamy gniazda skałach stromych mamy czas wciąż mamy czas wypłowiałe żagle trzecich snów wyruszają morze brak słów nauczeni szkole skrywać boli śnimy śnimy narodzimy połączymy żyć źle,czerwone_gitary-purpurowe_zagle
179,tę historię zna nowo opowiem żył hiszpanii romantyczny byk spokój cenił nikt grzeczny byk miły byk cenił spokój nikt lubił spokój byk raz łące siadł wąchał kwiatki wśród wysokich traw nagle rozzłoszczony bąk prosto ogon ukąsił skoczył byk miły byk pędzi ziemia drży pędzi ziemia drży drogą czterech panów szło przystanęli ujrzeli zawołali chórem byk groźny jaką minę groźny siłę byk potrzebny corridę potrzebny byk byk corrida podniecenia drży byk wziął torreador strachu trząsł ajajaj trząsł fernando siadł wąchał kwiatki kapeluszy pań pomogły płachty krzyk mógł zmusić walki nikt kwiatki wciąż wąchać chciał naturę taką miał naturę widać taką miał chyba polski byk,czerwone_gitary-byczek_fernando
180,kreślisz światu drogę pośród gwiazd poisz rosą stepy suchych traw młode ptaki chronisz burzy czas bądź bądź wśród zagubionym szukasz nowych dróg rozjaśniasz blask polarnych zórz pustym żaglom zsyłasz ostry wiatr bądź bądź wśród daj sercom dni gorące daj czynom miarę granic daj pamięć twardym głoskom kamieniu zapisanym daj myślom lot wysoki daj rękom bądź bądź giną ptasie echa wśród skalistych wysp leśnych rezerwatach dzwoni cisza cisz wielkomiejskim gwarze ginie serca takt bądź bądź wśród załamanym dajesz cienie szans ociemniałym ślesz przewodni blask zwyciężanym każesz walce trwać bądź bądź wśród daj sercom dni gorące daj czynom miarę granic daj pamięć twardym głoskom kamieniu zapisanym daj myślom lot wysoki daj rękom daj wiarę ludzi prostych daj ziemi spokój nieba,czerwone_gitary-badz_wsrod_nas
181,malarzem nieszczęśliwym kłopoty nękają wciąż choćbym wiem malował spod pędzla wychodzi słoń uwieczniam ciocię mą marysię złośliwości boże broń udało świetnie zamiast cioci siedzi słoń portret sławę przyniesie same oczy uśmiech wzrost wypisz wymaluj wujo czesiek trąbę nos sztalugami polskę ruszam maluję wierzby rzeczki toń cichutko pyta pastuszek wierzbie wziął słoń czas płynie sława goni wieniec zdobi skroń słynny malarz słoni dłoń nadepnął słoń geniusz kiedyś minie skończone podaj broń maluję konia londynie patrzę koń koń bis,czerwone_gitary-jestem_malarzem_nieszczesliwym
182,zima zima śnieg śnieg śnieg nieba nieba sypie spojrzysz biało pojaśniało zima zima śnieg śnieg śnieg zasnął dawno cichy las radość spokój każdym barwne świece błyszczą zimne ognie iskrzą wilii wilii nadszedł czas bielą strojne każde drzew każdej izby płynie śpiew świece pogasły sercach jaśniej wilia wilia kończy bis,czerwone_gitary-zima_zima_snieg
183,mija miesiąc odkąd czas wlecze wolno los rozdzielił miłość dawno skończyła pozostała nadal kocham kocham kocham kocham wiesz szaleję wprost wiesz chciałbym wiesz kocham kocham kocham wiesz chciałbym całować chciałbym ostatnim śnie czekam wciąż chwilę złączy będziemy razem czas wołam wołam wołam pokochaj proszę wróć zostań pokochaj pokochaj wołam wołam wołam pokochaj wołam wołam wołam wróć proszę,czerwone_gitary-chcialbym_bardzo_byc_przy_tobie
184,tyle ludzkich spraw tyle pracy czeka lepszym piękniejszym stał świat młodość naszą siłą młodość znaczy przyjaźń młodość znaczy miłość młodość lepszy świat młodość znaczy radość młodość znaczy pokój młodość młodość wokół młodość naszej pieśni wspólny rytm naszą pieśnią ziemia drży lądy świata ludzi pieśń łączy młodość naszą siłą młodość znaczy przyjaźń młodość znaczy miłość młodość lepszy świat młodość znaczy radość młodość znaczy pokój młodość młodość wokół młodość,czerwone_gitary-mlodosc_nasza_sila
185,letniego dnia szóstej miłość mieście la paz szóstej miłość przeterminowała upłynęła ważność dzień letniego dnia szóstej miłość mieście la paz miłość przeterminowała działa urok piękny kwiat agawy miała smak boliwijskiej kawy lotna andów śnieg wiatr słodka tequila ciepła świeżutka tortilla ust brak letniego dnia szóstej miłość mieście la paz szóstej miłość przeterminowała upłynęła ważność dzień letniego dnia szóstej miłość mieście la paz miłość przeterminowała działa urok ii trwała całe trzy tygodnie czas cudownie potem rozstań łzy kurz wierze znajdzie metoda uratować czar wciąż trwał,czerwone_gitary-przeterminowana_milosc
186,stoi człowiek pośród dróg którą stronę iść którą drogą pójść ciepłą zieleń drzew pokrył czarny pył którą drogą pójść którą stronę iść rośnie ulic kurz słońce ginie którą drogą pójść którą stronę iść płyną wody rzek pełne strutych ryb którą stronę pójść którą drogą iść stada martwych mew lecą deszczem dół którą drogą iść którą stronę pójść człowiek znaleźć chce czystej wody dno człowiek poznać chce zapach kwietnych łąk człowiek znaleźć chce drogę stron,czerwone_gitary-stoi_czlowiek_sam
187,jesteś zły brak tchu weź garść licz stu góry nos przekór złu uśmiechnij licz stu forsy brak kłopoty zegną kark licz stu licz stu licz stu licz stu raz trzy cztery pięć sześć siedem osiem dziewięć raz trzy cztery pięć sześć siedem jesteś zły brak tchu weź garść licz stu góry nos przekór złu uśmiechnij licz stu forsy brak kłopoty zegną kark licz stu licz stu licz stu licz stu raz trzy cztery pięć sześć siedem osiem dziewięć raz trzy cztery jesteś zły brak tchu weź garść licz stu góry nos przekór złu uśmiechnij,czerwone_gitary-licz_do_stu
188,choć wokół ludzi wielki tłum los rzucił największą szans rytm serca wplata miasta szum spójrz zielone światło lśni chodź tamtą stronę dzieci biegną przeciw zielone wejdź wraz most tęsknoty łączy mieście czeka szczęście zielonym światłem lśni chcę iść dni miastem śpiewa śmieje włosy twe moimi plącze ciepły wiatr spójrz zielone światło lśni chodź tamtą stronę dzieci biegną przeciw zielone wejdź wraz most tęsknoty łączy mieście czeka szczęście zielonym światłem lśni,czerwone_gitary-juz_tylko_ty
189,mówisz kochasz nikt mówisz kochasz nikt słowa puste wiatr innego masz mówisz kochasz nikt mówisz kochasz nikt słowa puste wiatr innego masz wiatr rozwiał złudzeń moc widziałem innym całowałaś mówisz kochasz nikt mówisz kochasz nikt słowa puste wiatr innego masz,czerwone_gitary-mowisz__ze_kochasz_mnie_jak_nikt
190,kiedyś zawołam zawołam daleka odpowie gasnący dzień dawno czekasz oczach twych ogniki gwiazd chciał zobaczyć przypomni przelotny wiatr patrzy któryś list zatrzymam wysłać próżno zapomnisz powrócisz późno bis,czerwone_gitary-gdy_kiedys_znow_zawolam_cie
191,kraju stron dobiega wspólna pieśń znad fabryk znad rozległych hut znad pól rośnie chleb związek socjalistycznej młodzieży polskiej łączy łączy młodzież miast wsi związek socjalistycznej młodzieży polskiej wspólną drogą hasłem dni związek socjalistycznej młodzieży polskiej pracą pracą naprzód wiedzie związek socjalistycznej młodzieży polskiej wspólną walką tworzy lepszy świat kraju stron dobiega wspólna pieśń śpiewać kochać żyć wspólnym rytmie serc związek socjalistycznej młodzieży polskiej łączy łączy młodzież miast wsi związek socjalistycznej młodzieży polskiej wspólną drogą hasłem dni związek socjalistycznej młodzieży polskiej pracą pracą naprzód wiedzie związek socjalistycznej młodzieży polskiej wspólną walką tworzy lepszy świat,czerwone_gitary-zwiazek_socjalistycznej_mlodziezy_polskiej
192,sia la la la la la aa x morza szum ptaków śpiew złota plaża pośród drzew letnie dni przypomina przypomina sia la la la la la aa szłaś skwer tyłu pies głos wybrzeża pysku niósł pierwszy raz uśmiechnęłaś uśmiechnęłaś sia la la la la la aa odtąd dzień dniu upływały razem rano skwer plaża molo zapadał zmierzch molo zapadał zmierzch sia la la la la la aa płynął czas letni czas wakacji nadszedł kres przyszedł dzień rozstać musieliśmy rozstać musieliśmy sia la la la la la aa morza szum ptaków śpiew złota plaża pośród drzew,czerwone_gitary-historia_jednej_znajomosci
193,mija miesiąc odkąd czas wlecze wolno los rozdzielił miłość dawno skończyła pozostała nadal kocham kocham kocham kocham wiesz szaleję wprost wiesz chciałbym wiesz kocham kocham kocham wiesz chciałbym całować chciałbym ostatnim śnie czekam wciąż chwilę złączy będziemy razem czas wołam wołam wołam pokochaj proszę wróć zostań pokochaj pokochaj wołam wołam wołam pokochaj wołam wołam wołam wróć proszę,czerwone_gitary-kocham_byc_przy_tobie
194,bezsenność przeżycie dnia raz nowa ciemność walczymy słowa spowiedź ołtarzem gwiazd maską księżyca oknem drwiła bezludna ulica bezsenność korowód zjaw obłędny taniec bezsenność uśpionych serc bezgłośne wołanie powrót niepotrzebnych słów nieraz wstyd bezsenność czekanie świt bezsenność niekiedy strach myśli skłębione nadchodzących dniach skończone pytania któż odpowiedź da nikt słyszy bezsenność nocna lampka zgaśnie rana czekanie przyjdzie nocy upragniona wciąż widoczna zza mgły bezsenność bezsenność,czerwone_gitary-gdy_trudno_zasnac
195,wczesna jesień gubi dni czytasz list potem zbiegasz dół chlapie deszcz spod kół mgła lekko drży bezsenna noc wiesz kochałeś źle biały okręt snu płynie mgle spójrz warszawa śpi uciekasz noc wierzysz wciąż magnetyzm waszych serc wierzysz wielki dworzec wielki chłód strącony locie ptak stój zatrzymaj prawdy wciąż świat uwierz siebie raz zamykaj drzwi życie film zagrasz spójrz warszawa śpi uciekasz noc wierzysz wciąż magnetyzm waszych serc wierzysz pomoże cień wiary zdjąć przyjaciel twoich łez pomoże cień wiary zdjąć przyjaciel twoich łez,czerwone_gitary-spojrz_warszawa_spi
196,zabrzmi śpiew wszak jutro mgłą skryjemy żołnierski swój los kapitan choć siwą skroń chóru dołączy wnet głos nadejdzie czas odjazdu powiemy żegnaj” miastu mignie wśród fal prowadząc dal świcie błękitny szal pogodny szept księżyca wód jakże śpiewać zmierzch przyjaźń mur morski trud melodię wplotą nadejdzie czas odjazdu wielki rejs cień nocy legł morza wynurza mgła pieszczocie fal oprze brzeg dźwięczy harmonia łka nadejdzie czas odjazdu,czerwone_gitary-wieczor_na_redzie
197,pada deszcz pewno wie nikt wieje wiatr pewno wie nikt słońce lśni pewno wie nikt kocha pewno wie nikt obchodzi deszcz wiatr siebie wędrujesz świat nikt nikim świat świat spotkasz drodze swej dziewczynę spodobasz powiesz powiesz chodźmy świat razem świat zrozumiesz pada deszcz zrozumiesz wieje wiatr zrozumiesz słońce lśni zrozumiesz kocha deszcz zmoczy wysuszy wiatr słońce blaskiem rozjaśni świat pójdziesz pójdziesz razem świat razem świat deszcz zmoczy wysuszy wiatr słońce blaskiem rozjaśni świat pójdziesz pójdziesz razem świat razem świat,czerwone_gitary-dlaczego_pada_deszcz
198,posłuchaj powiem jesteś niepotrzebna zmarnowane dni śmiech łzy byłaś zobaczysz powrócisz śnie każdego dnia tęsknimy rano budzimy innej ulicy innym mieście mówimy pech wreszcie jesteśmy niepotrzebni zapomniałem smutne dni wracam minionych chwil warto wiem wybaczyć posłuchaj powiem chcę wracać dni wersji śpiewały pięciolinie tytułem posłuchaj powiem r,czerwone_gitary-czy_slyszysz_co_mowie
199,tage die kleine wellen zaubern in den sand in denen man wie ein schiff liegt die hohle hand erhohen zum mast zum gru ÿ lebe wohl in den gedanken consuela meer des sandes setz mein segel spann zum himmel in den flug der vögel füll mit erinnerungen consuela die sonne war es die uns kleider webte das meer war ausgetrocknet aber lebte so lebe wohl in den gedanken consuela sand verschüttet unsre spuren consuela wind verweht die letzten worte unauffindbar weit doch unsre gedanken treffen sich mittelpunkt der düne irgendwo dieser punkt bleibt bei dir und mir unzugänglich ist der platz is der wind nach hundert jahren ausgräbt uns ren schatz und trägt ihn über alle menschen hin ein kleiner hauch und wir drinnen auch mit dem sand der sich auf diese tage legt mit dem traum der manchmal noch die haut erregt lebewohl in den gedanken consuela dieser punkt bleibt bei dir und mir unzugänglich ist der platz bis der wind nach hundert jahren ausgräbt uns ren schatz und trägt ihn über alle menschen hin ein kleiner hauch und wir drinnen auch meer du kannst dich noch so sehr mit wasser füllen salzig wasser kann so einen durst nicht stillen lebe wohl in gedanken consuela,czerwone_gitary-consuela
200,zejdź morza brzeg cicha noc święta noc cisza wodami księżycowy złoty most wschodzi spośród gwiazd gwiazda wiedzie most przepaściami głębin dzielą świat serce twe żar wzmógł byś szedł rozkołysane zwierciadło wód polu ostaw pług zboża ruń wełny trzód troski gniew zawiść porzuć onym dniu wśród morza łez czyj głos woła łez morza morza cierpień drugi brzeg wstań czas żyw drogę czas most stał przepaścią dzieli,czerwone_gitary-wigilia_swiata
201,piosenka warszawskiej ulicy szelmowskim uśmiechem zagląda bram piosenka warszawskiej ulicy wieków urok potrafi śpiewać stolicy żyje zamienia słuch piosenka warszawskiej ulicy wierny towarzysz druh setek stoi nowy świat beczka krzepnie wino fukiera rankiem przetrze świt zasłania oczy szyb serc słońca blask wdziera piosenka warszawskiej ulicy szelmowskim uśmiechem zagląda bram piosenka warszawskiej ulicy wieków urok,czerwone_gitary-piosenka_warszawskiej_ulicy
202,zielone wzgórza butach osiadł podmiejski kurz dni zapałki gasną noc chwilę trwa coraz trudniej zasnąć myślą myśl oślep gna okruchy wspomnień wartki nurt kwitną sady pachnie miód dom pochylony nisko słońcem dnia obce wiatr inaczej gra jesteś jesteś jesteś próbuj trudne lata przejść nadzieją serce nieś żałuj strat próbuj patrzeć wstecz bierz życie świat bądź dobrej myśli śnij lepsze sny miasto otworzy drzwi nagle głową zatańczy ptak znajdziesz dobre słowo przyjazną dłoń zgubiony ślad zaczniesz żyć zaczniesz żyć zaczniesz żyć próbuj trudne lata przejść nadzieją serce nieś żałuj strat próbuj patrzeć wstecz bierz życie świat,czerwone_gitary-probuj_sam
203,kradniesz sny jesteś koło kradniesz sny śpisz podejrzewałem kilku dni przestałem śnić kradniesz sny zbliżyć kradniesz sny kochać zrobisz rozszyfrować poznać czym śnię powtarzał kochana powtarzał prawdziwej miłości znajdziesz znajdziesz moich snach x ii kradniesz sny prawdę znać kradniesz sny wiedzieć bezustannie śnię kradniesz sny tęsknie ogromnie kradniesz sny tęsknisz chciałabyś zdemaskować cóż zawiodę powtarzał kochana powtarzał znajdziesz swą miłość przestajesz śnić x,czerwone_gitary-kradniesz_mi_moje_sny
204,wiosna zieleni świat kwitnie wiśniowy sad ptaków klucz drogą mknie gniewasz lato miedzą śpi słońcu świt otwiera drzwi śpiewa las pachnie wrzos chmurna jesteś wciąż mroku dnia świetle gwiazd plecie jesienna baśń ciepły wiatr bezdrożem gna ciągle jesteś zła śniegu płaszcz polach lśni rok zabrałaś jutra proszę innego gniewaj,czerwone_gitary-rok_z_kaprysna_dziewczyna
205,prędzej strop stawiajcie cieśle dajcie wiechę dach niedługo panno młoda staniesz drzwiach pochyl nisko głowę wniosę próg domu przyjdzie szczęście przyjdzie szczęście dniu czułą noc świecą ognie gwiazd słońcem zbudzi świt dnia dłuższym stanie dzień czas naszym gościem świat dnia tyle życzeń tyle kwiatów tyle kształtów barw tyle najpiękniejszych marzeń spełni dnia słońce ziemią chyli dzikim winie gra wiatr bocian lot domem zniża wybrał dach czułą noc świecą ognie gwiazd słońcem zbudzi świt dnia dłuższym stanie dzień czas naszym gościem świat dnia,czerwone_gitary-predzej_strop_stawiajcie__ciesle
206,mów mów miłość trwa wiem wiem miłość prawdziwa gorące pocałunki zaklęcia westchnienia płyną głębi serca mów okłamuj kochasz mów mów miłość trwa wiem wiem miłość prawdziwa zwiodą uśmiechy zaklęcia dnie pocałunków braknie serca mów okłamuj kochasz mów daj dłoń przytul,czerwone_gitary-nie_mow_nic
207,draussen bei den weiden wo der bach verstummen will sass ein schönes mädchen stundenlang schon so still ein zigeuernmädchen stundenlang so still und hat den weiden ihren kummer anvertraut ihre klagen sind leis in den zweigen verhallt ihre klagen sind in den zweigen verhallt schwarz blaues haar der zigeunerin wind nachts wird es schwarz wie sonst keine augen sind ketten am hals und so lustig wie ein kind er lies allein dich dir bleibt nur noch sein kind und die weiden neigen ihre köpfe zu ihr hin nahmen in den arm bis das mädchen einschlief nahmen in den arm bis das mädchen schlief schwarz blaues haar der zigeunerin wind nachts wird es schwarz wie sonst keine augen sind ketten am hals und so lustig wie ein kind er lies allein dich dir bleibt nur noch sein kind und schutz der weiden träumte von dem sang seine liebe währte diesen einen traum nur lang seine liebe währte diesen traum nur lang,czerwone_gitary-draussen_bei_den_weiden
208,wielki dzień wyruszamy morze piękny dzień choć żegnamy ciepłe łoże chcemy spać chcemy spać broń boże snu żal domu żal żal wielki dzień morze wyruszamy piękny dzień choć mamy żal wolnością oddychamy snu żal matki żal żal święty dzień oceany trudny dzień szkoda dziewczyn zapłakanych woła świat szeroki świat nieznany snu żal dziewczyn żal żal domy śpią matki śpią serca śpią mgłą mgłą,czerwone_gitary-spiewka_zeglarska
209,wiatr przegonił pola wrony mróz oszronił sadzie drzewa kolędnicy chodzą szopką oknem turoń śpiewa świat wyruszymy wcześniej wiosnę mhm wzejdą przebiśniegi kra pęknie koło brzegów bis zakwitną łąki jadą sanie polną drogą śnieg okrywa końskie łby wokół słychać srebrne dzwonki chmury pełzną niby dym świat wyruszymy wcześniej wiosnę mhm wzejdą przebiśniegi kra pęknie koło brzegów bis zakwitną łąki bałwan słońcu roztopił skończył zimowy sen ludzie zdejmują futra coraz dłuższy dzień świat wyruszymy wcześniej wiosnę mhm wzejdą przebiśniegi kra pęknie koło brzegów bis zakwitną łąki wzejdą przebiśniegi kra odsłoni zieleń brzegów zakwitną łąki,czerwone_gitary-zanim_zakwitna_laki
210,smutne oczy piękne oczy smutne usta uśmiechu widzę dzień daleka stoi oknie zmierzchu anna maria ciągle myślę jednego pragnę chciała choć daleka choć chwilę spojrzeć anna maria smutną twarz anna maria wciąż patrzy dal jakże chciałbym ujrzeć kiedyś swe odbicie pięknych oczach jakże chciałbym móc uwierzyć kiedyś pokocha anna maria smutną twarz anna maria wciąż patrzy dal minionych dni minionych modły cofną kogo ciągle czeka przyjdzie okno anna maria smutną twarz anna maria wciąż patrzy dal anna maria smutną twarz anna maria wciąż patrzy dal anna maria,czerwone_gitary-anna_maria
211,lutka uwielbia film zrobić chce karierę zamiar zamienia czyn lata wciąż kin stroi maluje wypina szkoła kariera gwiazdy byle da gęsi zrobi bardot łbie pusto pomoże biust reżyser niezły gust ewa naście naście szesnaście staś całusy kradł wreszcie raz pomysł wpadł zabawić jakimś szkle ot byle daj nabrać byle byle ubaw chatę szkło zdarza oj często zdarza potem pannie bobo drze janka dzieścia dzieścia dwadzieścia mąż chłopak chwat oj wielki chwat wesoły chwat bociany mówią stara zatrudniać daj nabrać byle rok prorok chować mężuś zawód biuro nadgodzinach kociaki,czerwone_gitary-byle_co
212,najpiękniejsze polskie dziewczyny włosy zaplata wiatr roześmiane patrzymy zamyślone wzruszy kwiat najpiękniejsze polskie dziewczyny oczach przegląda dzień pytają rzeką kaliny miłych najmilszych wie piszą listy daleka niespokojne każde słowo szczęście rąk ucieka prostu przechodzi choć mamy tajemnic pochmurnieją czasu brak najpiękniejsze polskie dziewczyny kochamy piszą listy daleka niespokojne każde słowo szczęście rąk ucieka prostu przechodzi choć mamy tajemnic pochmurnieją czasu brak najpiękniejsze polskie dziewczyny kochamy kochamy kochamy,czerwone_gitary-najpiekniejsze_sa_polskie_dziewczyny
213,ujrzałem wczoraj oknie mówię dziewczynę piękną róży kwiat chciałbym widzieć ujrzałeś chciałbym widzieć widziałeś śniło wzdychałeś wciąż sen bis nagle patrzę ogniu stanął dom pędzę ogień ratować chciałbym widzieć pędziłeś chciałbym widzieć zrobiłeś całą noc krzyczałeś śnie pali bis dziewczyna oknie ogień tuż tuż ręce wziąłem skoczyłem dół chciałbym widzieć leciałeś głowę łóżka spadłeś sen bis walczyłem ogniem gasiłem dom chciałbym widzieć walczyłeś chciałbym widzieć gasiłeś śniło ogniem baw snem bis chciałbym widzieć walczyłeś chciałbym widzieć gasiłeś mówiłem nieraz ogniem baw snem bis,czerwone_gitary-chcialbym_to_widziec
